,ID,ParentID,Timestamp,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_size,Sentiment,Confidence
3635,UgzBLDXXuiFhE7I9aSR4AaABAg,,2023-06-05T13:22:16Z,@TCLwandouyou,"Hari mu tetap bahagia ya guys, walau apa yg kamu lalui tidak menyenangkan. tetap streaming ya guys🎉












Aku nonton lagi  pada  empat Juni 2O23,  musim semi, mari beat  sampai 100 jeti views",4,1,2023-06-05T13:22:16Z,"Hari mu tetap bahagia ya guys, walau apa yg kamu lalui tidak menyenangkan. tetap streaming ya guys Aku nonton lagi pada empat Juni 2O23, musim semi, mari beat sampai 100 jeti views",210,positive,0.8715878129005432
3703,UgxtnIAhT6llR1bPm7R4AaABAg,,2023-05-30T23:35:17Z,@kirlan_cans2719,"Anjir Temanya ""Kupu2 Malam"" 
Makin diperkuat dgn idiom
Taman para gadis, 
Simpanan Rahasia, 
Janji terlarang, 
Dan Rasa Madu.",4,1,2023-05-30T23:35:17Z,"Anjir Temanya ""Kupu2 Malam"" Makin diperkuat dgn idiom Taman para gadis, Simpanan Rahasia, Janji terlarang, Dan Rasa Madu.",125,negative,0.9732925295829773
3767,UgyC3g_SxUEShGk6nhB4AaABAg,,2023-05-26T05:52:56Z,@sunshinee284,"Kerenn beett, suka banget Ama konsepnya",4,1,2023-05-26T05:52:56Z,"Kerenn beett, suka banget Ama konsepnya",39,positive,0.9970415234565735
3868,UgyR09xsIstNF9_mOP54AaABAg,,2023-05-18T07:58:04Z,@encyputri802.,"18 Mei 2023










Kisah film kartun Upin Ipin the movie mereka kewalahan melawan monster raksasa bayangan merosakan 😂 sama seperti lagu JKT48 new era MV lagu terbaik",4,1,2023-05-18T07:58:29Z,18 Mei 2023 Kisah film kartun Upin Ipin the movie mereka kewalahan melawan monster raksasa bayangan merosakan sama seperti lagu JKT48 new era MV lagu terbaik,169,neutral,0.7650018334388733
3919,Ugw_L9GwxY81pXxUhvd4AaABAg,,2023-05-14T13:08:39Z,@hafizafarhan8120,Tapi Freya ku gak seperti lagu ini kan,4,1,2023-05-14T13:08:39Z,Tapi Freya ku gak seperti lagu ini kan,38,negative,0.9836868643760681
3956,Ugy76sh9h46SeYYo7814AaABAg,,2023-05-12T04:32:53Z,@encyputri802.,"12 Mei 2023









Kisah film kartun Upin Ipin the movie perjalanan mereka dimulai 😂 sama seperti lagu JKT48 new era MV lagu kesayangan",4,1,2023-05-12T04:32:53Z,12 Mei 2023 Kisah film kartun Upin Ipin the movie perjalanan mereka dimulai sama seperti lagu JKT48 new era MV lagu kesayangan,137,neutral,0.9776997566223145
3967,UgzY6Pv9owrprul4O714AaABAg,,2023-05-11T17:55:05Z,@TCLwandouyou,"Habis bayar pajak perusahaan dan BPJS tetap streaming ya guys🎉










Aku nonton lagi  pada  10 Mei 2O23,  musim semi, mari beat  sampai 100",4,1,2023-05-11T17:55:05Z,"Habis bayar pajak perusahaan dan BPJS tetap streaming ya guys Aku nonton lagi pada 10 Mei 2O23, musim semi, mari beat sampai 100",153,neutral,0.861526608467102
4297,UgwbkVqa_YiHsJ_6qQl4AaABAg,,2023-04-27T07:21:04Z,@vidayudiyerikhotvofficial7804,Sexy dance bagus,4,1,2023-04-27T07:21:04Z,Sexy dance bagus,16,positive,0.9960513710975647
4332,Ugy2oHBYObO2srFoa2N4AaABAg,,2023-04-26T01:52:39Z,@man-rp4hr,anjas dosa dek,4,1,2023-04-26T01:52:39Z,anjas dosa dek,14,negative,0.9976092576980591
4393,UgxMDC08tI1kgCcWuoR4AaABAg,,2023-04-24T11:59:31Z,@ilhamgatrickofficial7502,3 rb laagi,4,1,2023-04-24T11:59:31Z,3 rb laagi,10,neutral,0.8693559169769287
4401,UgzmNLWP3Eq389X_zRx4AaABAg,,2023-04-24T05:27:20Z,@encyputri802.,"24 April 2023









Selamat hari raya idul Fitri part 3 hore dapat THR 😂 sama seperti lagu JKT48 new era MV hore suka aku",4,1,2023-04-24T05:27:20Z,24 April 2023 Selamat hari raya idul Fitri part 3 hore dapat THR sama seperti lagu JKT48 new era MV hore suka aku,124,positive,0.8759490847587585
4421,UgzU-Vna-4OnaNs7WWF4AaABAg,,2023-04-23T12:17:15Z,@encyputri802.,"23 April 2023








Selamat hari raya idul Fitri part two 😂 ayo kencangkan streaming MP3 audio JKT48 new era MV dari sekarang",4,1,2023-04-23T12:17:15Z,23 April 2023 Selamat hari raya idul Fitri part two ayo kencangkan streaming MP3 audio JKT48 new era MV dari sekarang,127,neutral,0.9925296902656555
4488,UgwtHtV21Ja0Ty-s0HV4AaABAg,,2023-04-20T09:24:14Z,@kenzou2509,3:09 aduh🗿,4,1,2023-04-20T09:24:14Z,3:09 aduh,10,negative,0.9705497622489929
4519,UgzCERGsY0ttLpTS_zl4AaABAg,,2023-04-19T04:32:22Z,@encyputri802.,"19 April 2023








Puasa ramadhan part 28 safari Ramadhan end 😂 sama seperti lagu JKT48 new era MV bikin happy selamanya",4,1,2023-04-19T04:32:22Z,19 April 2023 Puasa ramadhan part 28 safari Ramadhan end sama seperti lagu JKT48 new era MV bikin happy selamanya,123,positive,0.8340819478034973
4553,UgyX8_6CcHPAThsdgyB4AaABAg,,2023-04-18T02:41:12Z,@encyputri802.,"18 April 2023









Puasa ramadhan part 27 Safari Ramadhan sehat all 😂 sama seperti lagu JKT48 new era MV tonton terus streaming nya",4,1,2023-04-18T02:41:12Z,18 April 2023 Puasa ramadhan part 27 Safari Ramadhan sehat all sama seperti lagu JKT48 new era MV tonton terus streaming nya,135,neutral,0.9284569025039673
4582,UgznIFcwtPF3C6-WEDB4AaABAg,,2023-04-16T17:18:42Z,@TCLwandouyou,"Setiap putar setiap hari ? tetap streaming ya guys🎉










Aku nonton lagi  pada  16  April 2O23,  musim semi, mari beat  sampai 100",4,1,2023-04-16T17:18:42Z,"Setiap putar setiap hari ? tetap streaming ya guys Aku nonton lagi pada 16 April 2O23, musim semi, mari beat sampai 100",145,neutral,0.8964281678199768
4590,UgzwuBDqJwn7ED-gqSp4AaABAg,,2023-04-16T11:50:25Z,@abdullahridho8692,Mamah aku takut,4,1,2023-04-16T11:50:25Z,Mamah aku takut,15,negative,0.9955364465713501
4600,UgwMrcrxuX0bBWskYn14AaABAg,,2023-04-16T01:20:33Z,@encyputri802.,"16 April 2023









Puasa ramadhan part 25 safari Ramadhan segar 😂 sama seperti lagu JKT48 new era MV lagu menyegarkan",4,1,2023-04-16T01:20:33Z,16 April 2023 Puasa ramadhan part 25 safari Ramadhan segar sama seperti lagu JKT48 new era MV lagu menyegarkan,121,positive,0.5514466762542725
4615,Ugy4zzfRybmqiks6Zip4AaABAg,,2023-04-15T05:33:28Z,@encyputri802.,"15 April 2023







Puasa ramadhan part 24 safari Ramadhan menyenangkan 😂 sama seperti lagu JKT48 new era MV lagu menyenangkan",4,1,2023-04-15T05:33:28Z,15 April 2023 Puasa ramadhan part 24 safari Ramadhan menyenangkan sama seperti lagu JKT48 new era MV lagu menyenangkan,127,positive,0.9511775374412537
4668,UgyhZTr4fovlW-r8CsV4AaABAg,,2023-04-13T13:45:07Z,@TCLwandouyou,"Minum yg segar tetap streaming ya guys🎉










Aku nonton lagi  pada  12  April 2O23,  musim semi, mari beat  sampai 100",4,1,2023-04-13T13:45:07Z,"Minum yg segar tetap streaming ya guys Aku nonton lagi pada 12 April 2O23, musim semi, mari beat sampai 100",133,positive,0.6829476356506348
4750,UgwXwZN_OyxptaS60JJ4AaABAg,,2023-04-10T18:01:46Z,@TCLwandouyou,"Vacation  tetap streaming ya guys🎉










Aku nonton lagi  pada  10  April 2O23,  musim semi, mari beat  sampai 100",4,1,2023-04-10T18:01:46Z,"Vacation tetap streaming ya guys Aku nonton lagi pada 10 April 2O23, musim semi, mari beat sampai 100",128,neutral,0.9116605520248413
4752,UgzQlXiCMLwzLNjgmRt4AaABAg,,2023-04-10T17:55:50Z,@TCLwandouyou,"Habis kawin tetap streaming ya guys🎉










Aku nonton lagi  pada  9  April 2O23,  musim semi, mari beat  sampai 100",4,1,2023-04-10T17:55:50Z,"Habis kawin tetap streaming ya guys Aku nonton lagi pada 9 April 2O23, musim semi, mari beat sampai 100",129,neutral,0.8927420973777771
5471,Ugxif42KAg95TimlBGF4AaABAg,,2023-03-28T12:33:55Z,@tEddyakabEpapatkutusmulyana,Di arab saudi aja ajarin kEk gitu cobak kalo berani.,4,1,2023-03-28T12:33:55Z,Di arab saudi aja ajarin kEk gitu cobak kalo berani.,52,neutral,0.5654590129852295
5476,Ugw3H8UTf-ry0t-LhbB4AaABAg,,2023-03-28T12:15:19Z,@tEddyakabEpapatkutusmulyana,GuwE punya paspor kalik nyEd.,4,1,2023-03-28T12:15:19Z,GuwE punya paspor kalik nyEd.,29,negative,0.865780770778656
6155,Ugw1WR7nyUwhwZakeRd4AaABAg,,2023-03-22T03:10:29Z,@ronypenyukachikarina,Halal ini kalok yang punya akun ini kenak iris guwE.,4,1,2023-03-22T03:10:29Z,Halal ini kalok yang punya akun ini kenak iris guwE.,52,negative,0.9881028532981873
6341,Ugzdq1HHUPLfvzq_jo94AaABAg,,2023-03-21T03:05:59Z,@GustiWicaksana,"STAY dengan kontrovesi, mngkanya undang dong biar ada klarifiikasi 😅😅😅😅",4,1,2023-03-21T03:05:59Z,"STAY dengan kontrovesi, mngkanya undang dong biar ada klarifiikasi",71,neutral,0.9653512835502625
7665,UgyDEihYQAkUUynauoB4AaABAg,,2023-03-17T16:46:06Z,@dedeariyanto5820,Padahal dh bagis Tp kenapa konsep nya kaya 🏳️‍🌈🤦,4,1,2023-03-17T16:46:06Z,Padahal dh bagis Tp kenapa konsep nya kaya,48,negative,0.9796015024185181
8401,Ugzke4blH_prr2oV_xd4AaABAg,,2023-03-16T23:33:06Z,@intaneva9407,Mengalahkan singel original ke 2 wkwk 🗿,4,1,2023-03-16T23:33:06Z,Mengalahkan singel original ke 2 wkwk,39,negative,0.5634550452232361
8506,UgzTJ2L_Dr-LKzRtK114AaABAg,,2023-03-16T18:16:34Z,@adnanchannel1101,"jadi inget Chika-san ama Sinka waktu di theater dulu,, 😄😄",4,1,2023-03-16T18:18:03Z,"jadi inget Chika-san ama Sinka waktu di theater dulu,,",57,neutral,0.9378199577331543
8701,UgwZ5_sEeIefA8JntuN4AaABAg,,2023-03-16T14:39:30Z,@seeesshhbro,Tulisannya awkarin bagus coi,4,1,2023-03-16T14:39:30Z,Tulisannya awkarin bagus coi,28,positive,0.9940020442008972
9114,UgzApj4JTAjD-vlh5nR4AaABAg,,2023-03-16T09:39:33Z,@ayaitsmi7667,"Akikah like, emberan eim yg ngatain lesbiola.",4,1,2023-03-16T09:40:15Z,"Akikah like, emberan eim yg ngatain lesbiola.",45,negative,0.9969678521156311
9760,UgzNfMeZ3nx6uO-q2s94AaABAg,,2023-03-15T22:33:18Z,@kinakinobie5815,Wahhh ada Momo Twice 😆,4,1,2023-03-15T22:33:18Z,Wahhh ada Momo Twice,22,neutral,0.5836272239685059
9843,UgxZWcQI8mDL__9R4eh4AaABAg,,2023-03-15T17:44:35Z,@silvermoon6450,kasitau nama2nya dongg,4,1,2023-03-15T17:44:35Z,kasitau nama2nya dongg,22,negative,0.6563541889190674
10415,UgzlBLqGDe9PvkEUeQZ4AaABAg,,2023-03-15T11:58:07Z,@ronerecord2840,"Bikin kaget 
Di detik 1:10 , 3:08 , 2:19 , 2:23, 3:34

Sumpah gw istigfar mulu",4,1,2023-03-15T11:58:07Z,"Bikin kaget Di detik 1:10 , 3:08 , 2:19 , 2:23, 3:34 Sumpah gw istigfar mulu",78,negative,0.8985188603401184
10422,Ugx_-pb9Kc58jbtIlkR4AaABAg,,2023-03-15T11:53:55Z,@Christekhno,Ini termasuk Mv juga donk ya,4,1,2023-03-15T11:53:55Z,Ini termasuk Mv juga donk ya,28,neutral,0.83844393491745
10498,Ugw-BpqxopQXr9ikGlR4AaABAg,,2023-03-15T11:01:55Z,@selebritis-e1b,"Lagu jepang bertemakn  lgbt
Mnghina timur tengah dan datangnya ramadhn pdhl jepang populasinya masalh anak kturunan mnurun",4,1,2023-03-15T11:01:55Z,Lagu jepang bertemakn lgbt Mnghina timur tengah dan datangnya ramadhn pdhl jepang populasinya masalh anak kturunan mnurun,122,negative,0.7996985912322998
10554,UgxoRewMGW6if3k_NVN4AaABAg,,2023-03-15T10:15:36Z,@prasetia89,cocok banget buat nunggu buka puasa,4,1,2023-03-15T10:15:36Z,cocok banget buat nunggu buka puasa,35,positive,0.9970695376396179
10651,UgzBeQEk2rbENM42IeJ4AaABAg,,2023-03-15T09:06:20Z,@flyandhigh,sangat disayangkan dalam pemilihan lagunya. padahal konsepnya udah bagus. duh jot jot,4,1,2023-03-15T09:06:20Z,sangat disayangkan dalam pemilihan lagunya. padahal konsepnya udah bagus. duh jot jot,85,negative,0.9970241189002991
10851,UgwpikiVXCpCwy2OUo54AaABAg,,2023-03-15T07:41:06Z,@sitinurlela3883,Anjir beda banget komennya sama yang du twitter awokawokawok,4,1,2023-03-15T07:41:06Z,Anjir beda banget komennya sama yang du twitter awokawokawok,60,negative,0.981986403465271
11145,UgzeDum1DjwyR8_BTWZ4AaABAg,,2023-03-15T05:44:32Z,@gustiwicaksana7526,Nyari dewi persik dsni salah ya?,4,1,2023-03-15T05:44:32Z,Nyari dewi persik dsni salah ya?,32,negative,0.9902387857437134
11240,UgzdeoEVURbCkGr_qbN4AaABAg,,2023-03-15T05:24:08Z,@aryosetotryd6297,Jkt48 gay,4,1,2023-03-15T05:24:08Z,Jkt48 gay,9,negative,0.9361661076545715
11343,Ugw7NKkvf0iAqRXyyS14AaABAg,,2023-03-15T04:43:00Z,@enisugiati6377,Kalian luar biasa... Sangat pantas untuk mendapatkan ini...good job JOT sangat berani keluar dari zonanya.,4,1,2023-03-15T04:43:00Z,Kalian luar biasa... Sangat pantas untuk mendapatkan ini...good job JOT sangat berani keluar dari zonanya.,106,positive,0.9931671023368835
11721,UgwnoiFks15Mve1DR0l4AaABAg,,2023-03-15T02:47:41Z,@herualamsyah7008,Mv terbaik sih inii keren banget,4,1,2023-03-15T02:47:41Z,Mv terbaik sih inii keren banget,32,positive,0.996960461139679
11764,Ugz2uiArCrWfgqAZIoJ4AaABAg,,2023-03-15T02:34:17Z,@adachikorenaga620,"[09.33 WIB] TRENDING VIDEO #1 
                  TRENDING MUSIC #5",4,1,2023-03-15T02:34:17Z,[09.33 WIB] TRENDING VIDEO #1 TRENDING MUSIC #5,66,neutral,0.9965264201164246
12669,UgzdnAwcc-ETrvHczBh4AaABAg,,2023-03-14T21:42:43Z,@anodanks7850,Ini cerita nya marsha yg jadi center,4,1,2023-03-14T21:42:43Z,Ini cerita nya marsha yg jadi center,36,neutral,0.9848981499671936
12967,Ugz5ALvwOHxHGBXI8m94AaABAg,,2023-03-14T16:10:14Z,@anthonytriansyah,lesbi?,4,1,2023-03-14T16:10:14Z,lesbi?,6,negative,0.9345712661743164
13526,UgxRMAMKhjDI59PLrBl4AaABAg,,2023-03-14T13:47:17Z,@bahri9989,Gak tau konsep nya kemna dan mau d bawa ke mna …. Yang bilang keren yaudah ngikut aja iya kren … tpi sedikit risi sma koreo nya,4,1,2023-03-14T13:47:17Z,Gak tau konsep nya kemna dan mau d bawa ke mna . Yang bilang keren yaudah ngikut aja iya kren tpi sedikit risi sma koreo nya,127,negative,0.7736977934837341
13528,Ugx0CO5-kHhx1PJ1-BJ4AaABAg,,2023-03-14T13:46:42Z,@muhamadrifkihabibi7435,Otak gw klo dengar lagu ini masih ke Veranda,4,1,2023-03-14T13:46:42Z,Otak gw klo dengar lagu ini masih ke Veranda,44,neutral,0.9155144691467285
13892,UgyaOiG7bfFgcVxkfJd4AaABAg,,2023-03-14T11:59:52Z,@boyaries3297,300k sebelum 24 jam?,4,1,2023-03-14T11:59:52Z,300k sebelum 24 jam?,20,neutral,0.9913423657417297
14003,Ugxm6PyRSCkLp9ZOqCZ4AaABAg,,2023-03-14T11:38:08Z,@arjunabh1755,"Kata fans JKT48 konsep PV nya itu menceritakan seorang gadis yg beranjak dewasa dan mulai kehilangan kepolosannya, iya.. Itukan penjelasannya. Bukan tanggapan orang yg menontonnya hahahahah... Coba deh tanya ke orang yg bukan fans JKT48, terus kasih lihat PV ini, mereka pasti berpikiran yg perform cuma yg BAJU PUTIH, yg BAJU MERAH cuma PENARI LATAR. Jadi ya terkesan SOLO PERFORMANCE kalo jeleknya SOLO PERFORMANCE PARODY hahahahah Udah gitu Konsepnya menjurus ke Lesbi LGBT, jadi buat orang yg bukan fans JKT48 pasti akan menghujat (kan PV ini dishare ke publik, bukan buat fans JKT48 doang), padahal MUSIK, LAGU DAN ARTISNYA sangat bagus, sangat sangat bagus. Jadi saya sebagai orang yg baru mulai tertarik ke JKT48 tidak merekomendasikan untuk melihat PV ini, lebih ke merekomendasikan untuk mendengar MUSIK dan LAGU nya saja, karena sangat bagus. Sungguh rugi karena konsep dan videonya membuat penilaian orang (yg bukan fans JKT48) jadi jelek.",4,1,2023-03-14T11:38:08Z,"Kata fans JKT48 konsep PV nya itu menceritakan seorang gadis yg beranjak dewasa dan mulai kehilangan kepolosannya, iya.. Itukan penjelasannya. Bukan tanggapan orang yg menontonnya hahahahah... Coba deh tanya ke orang yg bukan fans JKT48, terus kasih lihat PV ini, mereka pasti berpikiran yg perform cuma yg BAJU PUTIH, yg BAJU MERAH cuma PENARI LATAR. Jadi ya terkesan SOLO PERFORMANCE kalo jeleknya SOLO PERFORMANCE PARODY hahahahah Udah gitu Konsepnya menjurus ke Lesbi LGBT, jadi buat orang yg bukan fans JKT48 pasti akan menghujat (kan PV ini dishare ke publik, bukan buat fans JKT48 doang), padahal MUSIK, LAGU DAN ARTISNYA sangat bagus, sangat sangat bagus. Jadi saya sebagai orang yg baru mulai tertarik ke JKT48 tidak merekomendasikan untuk melihat PV ini, lebih ke merekomendasikan untuk mendengar MUSIK dan LAGU nya saja, karena sangat bagus. Sungguh rugi karena konsep dan videonya membuat penilaian orang (yg bukan fans JKT48) jadi jelek.",950,neutral,0.0
14089,UgzF6cxya3l63KTWsQl4AaABAg,,2023-03-14T11:21:36Z,@betfuryio-ed9he,satu2nya girlband Indonesia yg msh bertahan,4,1,2023-03-14T11:21:36Z,satu2nya girlband Indonesia yg msh bertahan,43,positive,0.9236211180686951
14891,UgyQsr0dq7sKpNXvZJp4AaABAg,,2023-03-14T11:12:43Z,@afiqashraf6198,Marsha the best,4,1,2023-03-14T11:12:43Z,Marsha the best,15,positive,0.9932758808135986
15423,Ugzd5cGBNNcbJ75FtAt4AaABAg,,2023-03-14T09:49:53Z,@naras6819,indah ga diajak,4,1,2023-03-14T09:49:53Z,indah ga diajak,15,negative,0.9890875816345215
15801,Ugz29HMuKmSWwKbotI14AaABAg,,2023-03-14T08:52:35Z,@ziuck6524,Coba edit pake lagu Mulan Jamilah yang judulnya Mahluk tuhan yang paling sexy pasti cocok,4,1,2023-03-14T08:52:35Z,Coba edit pake lagu Mulan Jamilah yang judulnya Mahluk tuhan yang paling sexy pasti cocok,89,positive,0.9339900016784668
15822,UgxaTSUvrhf03UW6-fZ4AaABAg,,2023-03-14T08:48:35Z,@khoirotunnimah1949,Di ending Marsha pusing gaesssss... ya Alloh pa kabar kita machaaaa,4,1,2023-03-14T08:48:35Z,Di ending Marsha pusing gaesssss... ya Alloh pa kabar kita machaaaa,67,negative,0.9947066903114319
15844,UgzIQpB3jP5yaFojM_x4AaABAg,,2023-03-14T08:46:02Z,@hasbiaskaksks9578,Aku takut di marah mamah liat ini 😂😂,4,1,2023-03-14T08:46:02Z,Aku takut di marah mamah liat ini,36,negative,0.9977467656135559
15903,UgzQLb0C-zYInra6aUF4AaABAg,,2023-03-14T08:34:36Z,@BolaUnikk,ayo jkt48 rilis mv ambulance 😭,4,1,2023-03-14T08:34:36Z,ayo jkt48 rilis mv ambulance,30,neutral,0.996383786201477
16028,UgxtBz1tYtzfA7JJEYZ4AaABAg,,2023-03-14T08:11:55Z,@sahrulxp,Ular ku juga ikut joget,4,1,2023-03-14T08:11:55Z,Ular ku juga ikut joget,23,negative,0.9501770734786987
16161,UgxcysiClOp6-q1FREF4AaABAg,,2023-03-14T07:47:59Z,@tarasyahdiah2720,Trending no 8 🤧,4,1,2023-03-14T07:47:59Z,Trending no 8,15,neutral,0.4805823266506195
16274,UgzjGuAl3Zp73uph1z94AaABAg,,2023-03-14T07:24:50Z,@nurarahmi2354,Gw tinggal Mabar dlu lah smoga pas gw balik dh 200k 😎,4,1,2023-03-14T07:24:50Z,Gw tinggal Mabar dlu lah smoga pas gw balik dh 200k,53,neutral,0.690396785736084
17130,Ugwmqnbui1RRyPV4n_N4AaABAg,,2023-03-14T05:04:40Z,@tazkiyahaisyah6513,Ini apa ya?,4,1,2023-03-14T05:04:40Z,Ini apa ya?,11,negative,0.9610272645950317
17523,Ugzy0aPgVaRTTgBfBWV4AaABAg,,2023-03-14T03:08:44Z,@sittiainun89-kf3lp,"Gila Wee keren banget🔥
Pekerjaan belum ada yg beres gara² nonton ini terus",4,1,2023-03-14T03:08:44Z,Gila Wee keren banget Pekerjaan belum ada yg beres gara nonton ini terus,74,positive,0.9315410256385803
17640,Ugzh-UzB7SlbVpcKam94AaABAg,,2023-03-14T02:37:17Z,@wahidwahid9982,"Yang minta takedown coba sekhawatir apa sih !!!

Cape banget ya ngurusin tubir-tubiran.

Dulu era Kurumi sempat dihujat karena ga All member. Beda dari sebelumnya di Only Today dan Fushidara.

Azizi dihujat karena dianak emaskan, main gitar dikatain lipsing, disangkutin sama Vape. Bla-bla...

Sekarang 5 member main Allround dewasa dihujat juga, dengan dalih kontroversi dll.

Udh paling bener kayaknya harus All member biar ga ada iri-irian dengki dll. Hey... Setiap member udh punya porsinya masing-masing. Jgn oshi kalian ga kepilih, terus koar-koar.

Ga usah munafik banyak wotubir yang diakibatkan karena ketidakadilan yang diberikan kepada oshinya.",4,1,2023-03-14T02:37:17Z,"Yang minta takedown coba sekhawatir apa sih !!! Cape banget ya ngurusin tubir-tubiran. Dulu era Kurumi sempat dihujat karena ga All member. Beda dari sebelumnya di Only Today dan Fushidara. Azizi dihujat karena dianak emaskan, main gitar dikatain lipsing, disangkutin sama Vape. Bla-bla... Sekarang 5 member main Allround dewasa dihujat juga, dengan dalih kontroversi dll. Udh paling bener kayaknya harus All member biar ga ada iri-irian dengki dll. Hey... Setiap member udh punya porsinya masing-masing. Jgn oshi kalian ga kepilih, terus koar-koar. Ga usah munafik banyak wotubir yang diakibatkan karena ketidakadilan yang diberikan kepada oshinya.",655,negative,0.0
17903,UgzRoF8gfEtBln0-70d4AaABAg,,2023-03-14T01:33:38Z,@mhrzofficial1027,GOKSSS!!! Trending ke 15...  yok bisa yok ke 1.,4,1,2023-03-14T01:33:38Z,GOKSSS!!! Trending ke 15... yok bisa yok ke 1.,47,neutral,0.5120519399642944
18086,Ugwn0BDl6vmmw67ryXd4AaABAg,,2023-03-14T00:37:01Z,@wasrularipin5416,"Yuk jangan hanya mengagung-agungkan produk luar, karya anak bangsa juga butuh dukungan biar makin dikenal luas dan justru inilah yg harus lebih di support",4,1,2023-03-14T00:37:01Z,"Yuk jangan hanya mengagung-agungkan produk luar, karya anak bangsa juga butuh dukungan biar makin dikenal luas dan justru inilah yg harus lebih di support",154,positive,0.8096266388893127
18228,UgzCSfNgpXZrIEoyitd4AaABAg,,2023-03-14T00:07:41Z,@sitinurzanah4717,"Keren banget sih ini!! Tolong menilainya dengan bijak dan segi positif,karena pasti ini akan  menuai Pro dan Contra.",4,1,2023-03-14T00:07:41Z,"Keren banget sih ini!! Tolong menilainya dengan bijak dan segi positif,karena pasti ini akan menuai Pro dan Contra.",116,positive,0.9586705565452576
18622,Ugxz7ugI7xtm6F7m_P14AaABAg,,2023-03-13T21:12:07Z,@nurarahmi2354,"KENAPA AIH ORG2 INIII TERLALU BERLEBIHAN REAKSINYA... SOK2 MAU TAKEDOWN NIH VIDEO KLW GA SUKA GA USAH DI TONTON BANGSAT, GA USAH MUNAFIK PSTI KALIAN NGULANG2 KAN VIDEO INII.. BANYAK YG BILANG LAGU INI TENTANG LGBT WKWK  INI LAGU LAMA LIRIK+KONSEP UDH PAS BANGETT, DAHLAH CAPEK LIAT KOMENAN KLIAN",4,1,2023-03-13T21:12:07Z,"KENAPA AIH ORG2 INIII TERLALU BERLEBIHAN REAKSINYA... SOK2 MAU TAKEDOWN NIH VIDEO KLW GA SUKA GA USAH DI TONTON BANGSAT, GA USAH MUNAFIK PSTI KALIAN NGULANG2 KAN VIDEO INII.. BANYAK YG BILANG LAGU INI TENTANG LGBT WKWK INI LAGU LAMA LIRIK+KONSEP UDH PAS BANGETT, DAHLAH CAPEK LIAT KOMENAN KLIAN",295,negative,0.9950411915779114
19235,UgyHkrUbUuPmNpBsIzx4AaABAg,,2023-03-13T16:59:20Z,@babangheri231,Ya allah pen poligami ☝😴,4,1,2023-03-13T16:59:20Z,Ya allah pen poligami,24,negative,0.9937388896942139
19721,UgwwD5eVG1vXqNcDoRJ4AaABAg,,2023-03-13T15:39:59Z,@allamsyahyusuf3926,"next time bisa kali ya special performancenya ga terlalu 'BERANI' kaya gini. Dari 200+ lagu kenapa harus lagu ini yang dipilih, selain itu kenapa member yang bawain juga semuanya under 20 dengan baju sangat terbuka


Semoga kedepannya JOT bisa lebih bijak deh dalam setiap keputusan apalagi dalam pembuatan special performance",4,1,2023-03-13T15:39:59Z,"next time bisa kali ya special performancenya ga terlalu 'BERANI' kaya gini. Dari 200+ lagu kenapa harus lagu ini yang dipilih, selain itu kenapa member yang bawain juga semuanya under 20 dengan baju sangat terbuka Semoga kedepannya JOT bisa lebih bijak deh dalam setiap keputusan apalagi dalam pembuatan special performance",326,positive,0.9588326215744019
20856,Ugy9iWhAjLwb-yqy1494AaABAg,,2023-03-13T13:52:43Z,@hi.jarvis,Vibe lagunya mengingatkan sama lagu Sailor Moon. Konsep dan editing-nya jg bagus.,4,1,2023-03-13T13:52:43Z,Vibe lagunya mengingatkan sama lagu Sailor Moon. Konsep dan editing-nya jg bagus.,81,positive,0.9953911304473877
22423,Ugx22Os4LV5_U6WHyzR4AaABAg,,2023-03-13T13:08:41Z,@marshaskuy7224,Ini tiap mau bulan puasa napa rilis lagu haram🤣,4,1,2023-03-13T13:08:41Z,Ini tiap mau bulan puasa napa rilis lagu haram,47,negative,0.9851873517036438
22872,UgwlC7GWItO92q_eTyh4AaABAg,,2023-03-13T10:35:58Z,@syachrilmarliando,"Sejak era Rapsodi makin kesini MV JKT48 gak pernah ngecewain, tapi bukan berarti MV sebelumnya gak bagus",4,1,2023-03-13T10:35:58Z,"Sejak era Rapsodi makin kesini MV JKT48 gak pernah ngecewain, tapi bukan berarti MV sebelumnya gak bagus",104,negative,0.9708508849143982
134,UgyBtzELhxz5VL_pDTx4AaABAg,,2024-12-24T03:04:05Z,@rosellapaladia592,Selamat JOT lagu ini kena roasting sama mbak nana 👍,4,0,2024-12-24T03:04:05Z,Selamat JOT lagu ini kena roasting sama mbak nana,51,neutral,0.5080096125602722
902,Ugx3fdbYbgZ7JTurGnF4AaABAg,,2024-06-09T06:14:43Z,@filmallfavoritescenes7465,Congrats 6m views,4,0,2024-06-09T06:14:43Z,Congrats 6m views,17,positive,0.9400677680969238
963,Ugy0eY5ew3kVEQkXs3F4AaABAg,,2024-05-29T09:02:20Z,@Div-q9i,"Itu cuma pura² ciuman ya , aslinya GK kena",4,0,2024-05-29T09:02:20Z,"Itu cuma pura ciuman ya , aslinya GK kena",42,negative,0.9741252064704895
