ID,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_clean_words,Sentiment_score,Sentiment
UgxEGtWrjBHMJ-5tNGV4AaABAg,@Haidar25-j7c,Namanya juga vidio clip pasti kompak walaupun pakaian nya terbuka gitu atau yg tubuh nya terlihat tpi bagiku kalian semua GOOD JOB deh pokoknya😊😊,4,0,2024-05-17T16:58:15Z,Namanya juga vidio clip pasti kompak walaupun pakaian nya terbuka gitu atau yg tubuh nya terlihat tpi bagiku kalian semua GOOD JOB deh pokoknya,namanya vidio clip kompak pakaian terbuka gitu yang tubuh tapi bagiku good job deh pokoknya,2,positive
Ugyu9yzS4jv7_T7LHXJ4AaABAg,@ShiAqih,"Sekeren ini emng hasil arrangements aokuri di oshibe smpe bnk pun izin untuk nampilin di konser mereka, 🎉🎉",4,0,2024-05-17T06:21:09Z,"Sekeren ini emng hasil arrangements aokuri di oshibe smpe bnk pun izin untuk nampilin di konser mereka,",sekeren memang hasil arrangements aokuri oshibe smpe bnk izin nampilin konser,0,neutral
UgzZR4JNOr4ArjO3cvx4AaABAg,@user-ff3fo1ol9,Astagfirullah alajim freya jangan gitu ya marsha itu Kristen ya jangan aneh aneh😊,4,0,2024-05-10T13:27:28Z,Astagfirullah alajim freya jangan gitu ya marsha itu Kristen ya jangan aneh aneh,astagfirullah alajim freya gitu marsha kristen aneh aneh,2,positive
UgwdYdTVhaCttkmDFAZ4AaABAg,@keiralionel,ashel istriable bgt imejnya disini,4,0,2024-04-28T17:07:22Z,ashel istriable bgt imejnya disini,ashel istriable banget imejnya,0,neutral
UgxW_qzbDzlv9mvH9Fh4AaABAg,@JKT48_CHENNEL,Guys ini lagu agak dewasa kata Freya 😊,4,0,2024-04-28T15:24:42Z,Guys ini lagu agak dewasa kata Freya,teman-teman lagu dewasa freya,2,positive
UgwctrO0VjJqqbPgkWp4AaABAg,@728micchi_naniwadanshi,3:35,4,0,2024-04-28T12:07:30Z,3:35,,0,neutral
Ugxal8kX0C4sRDRKEX14AaABAg,@Y4NGLlATSEM0GAMATl,Gass 5.1jt views,4,0,2024-04-15T02:20:32Z,Gass 5.1jt views,gass jt views,0,neutral
Ugz5XCsBYh7580OF-ER4AaABAg,@ilynxyla,Oshibe gak sih🤔🤔,4,0,2024-04-09T16:39:00Z,Oshibe gak sih,oshibe,0,neutral
Ugz9mkWXEQmaW1Oq70V4AaABAg,@ShifaShifa-k3m,Sumpah keren banget 🤩🤩,4,0,2024-03-26T22:38:50Z,Sumpah keren banget,sumpah keren banget,1,positive
UgzZXgN5rw9WZo-yB5x4AaABAg,@macelodonch7470,Stop jangan kaitkan dengan orang yg belok 'LGBT' dengan JKT 48 😢,4,0,2024-02-05T14:16:41Z,Stop jangan kaitkan dengan orang yg belok 'LGBT' dengan JKT 48,stop kaitkan orang yang belok lgbt jkt,0,neutral
UgywntB1m4boHMxz9lR4AaABAg,@SHANI_OSHI25,"Pasti ada yang mikir kalo adegan ciuman nya itu ciuman beneran, apalagi para pascol yang otak nya mesum. Semoga JKT48 semakin sukses",4,0,2024-02-04T23:01:13Z,"Pasti ada yang mikir kalo adegan ciuman nya itu ciuman beneran, apalagi para pascol yang otak nya mesum. Semoga JKT48 semakin sukses",mikir kalau adegan ciuman ciuman beneran pascol otak mesum semoga jkt48 sukses,1,positive
UgxluRCEm0Vtebt0NM94AaABAg,@Ultrapediaofficial,"Candu banget ama ni lagu, konsepnya keren! Maju terus JKT48",4,0,2024-01-25T07:30:10Z,"Candu banget ama ni lagu, konsepnya keren! Maju terus JKT48",candu banget sama ini lagu konsepnya keren maju jkt48,3,positive
UgwBBqP1k2wZthUXnJt4AaABAg,@Ren_ibn2508,Keren loh d bawain di anniversary 12 JKT48. Mantapp 👌,4,0,2023-12-18T21:00:22Z,Keren loh d bawain di anniversary 12 JKT48. Mantapp,keren bawain anniversary jkt48 mantapp,1,positive
UgwVb5qwUrWwr7CPv-Z4AaABAg,@TCLwandouyou,"Akhirnya ada versi bahasa indonya. Tetap streaming ya guys🎉







Aku nonton lagi  pada 15 desember 2O23,  selamat gugur, mari beat  sampai 100 jeti",4,0,2023-12-16T16:19:25Z,"Akhirnya ada versi bahasa indonya. Tetap streaming ya guys Aku nonton lagi pada 15 desember 2O23, selamat gugur, mari beat sampai 100 jeti",versi bahasa indonya streaming teman-teman nonton desember selamat gugur mari beat jeti,1,positive
UgwlmGJOgraoZ_m9ofZ4AaABAg,@Agus_prasetyo24,"Lagunya candu, damn",4,0,2023-11-10T00:21:18Z,"Lagunya candu, damn",lagunya candu damn,0,neutral
UgxAT4VxzF0cxDNJ8sJ4AaABAg,@shin_arman,"Anyhow, decision yang bagus dari JOT, berani bawa JKT48 ke era yang lebih dewasa, karena emang gak bisa dipungkiri, selera pasar musik juga cenderung mengarah ke tema, melodi, dan aransemen yang lebih dewasa, dan tidak terlalu saklek dengan aransemen dari grup pusat.. Sejauh ini lagu ini and rhapsodi, dari penilaian pribadiku, aransemen nya paling memuaskan telinga lokal indonesia..",4,0,2023-11-06T23:26:34Z,"Anyhow, decision yang bagus dari JOT, berani bawa JKT48 ke era yang lebih dewasa, karena emang gak bisa dipungkiri, selera pasar musik juga cenderung mengarah ke tema, melodi, dan aransemen yang lebih dewasa, dan tidak terlalu saklek dengan aransemen dari grup pusat.. Sejauh ini lagu ini and rhapsodi, dari penilaian pribadiku, aransemen nya paling memuaskan telinga lokal indonesia..",anyhow decision bagus jot berani bawa jkt48 era dewasa emang dipungkiri selera pasar musik cenderung mengarah tema melodi aransemen dewasa saklek aransemen grup pusat lagu rhapsodi penilaian pribadiku aransemen memuaskan telinga lokal indonesia,5,positive
Ugz1ez4yjXNtQ79gWsR4AaABAg,@herdianacountesa,aduh FREYAAAA😢😢😢😢😢,4,0,2023-11-05T20:44:56Z,aduh FREYAAAA,aduh freya,0,neutral
Ugz-bmxuy9_grWCLMEd4AaABAg,@noahahmad5935,"Part Freya candu banget.
29 Oktober 2023",4,0,2023-10-30T10:53:30Z,Part Freya candu banget. 29 Oktober 2023,part freya candu banget oktober,0,neutral
Ugw9q7maUy1uzkPzLR54AaABAg,@encyputri802.,"21 Agustus 2023









Musik spesial hari kemerdekaan part 5 let's go 😂 sama seperti lagu JKT48 new era MV lagu terbaik untukmu",4,0,2023-08-21T14:27:22Z,21 Agustus 2023 Musik spesial hari kemerdekaan part 5 let's go sama seperti lagu JKT48 new era MV lagu terbaik untukmu,agustus musik spesial kemerdekaan part lets go lagu jkt48 new era mv lagu terbaik untukmu,4,positive
UgyghAIy6gUzlqGwI854AaABAg,@encyputri802.,"3 Agustus 2023








Hari baru tetap stay dirumah streaming MP3 audio JKT48 new era MV lagu kesayangan 😂 besok animasi kartun",4,0,2023-08-03T11:39:08Z,3 Agustus 2023 Hari baru tetap stay dirumah streaming MP3 audio JKT48 new era MV lagu kesayangan besok animasi kartun,agustus stay dirumah streaming mp audio jkt48 new era mv lagu kesayangan besok animasi kartun,3,positive
UgyAICF1EaNyOP-jDLR4AaABAg,@aridwifalera,"Udh tau jkt48 dari dulu,tapi baru nge fans skrg maaf ya ini gara gara si zee jadi nge fans jkt48,dan lagu ini enak banget apalagi di menit 4:29 musik dan video nya candu bgt🫶🏻😍",4,0,2023-07-23T04:53:19Z,"Udh tau jkt48 dari dulu,tapi baru nge fans skrg maaf ya ini gara gara si zee jadi nge fans jkt48,dan lagu ini enak banget apalagi di menit 4:29 musik dan video nya candu bgt",udh tahu jkt48 dulutapi nge fans skrg maaf gara gara si zee nge fans jkt48dan lagu enak banget menit musik video candu banget,3,positive
UgwkT_0sawxprwK4K-B4AaABAg,@marshaoshi3489,Udh mau 2jt,4,0,2023-07-22T00:53:35Z,Udh mau 2jt,udh jt,0,neutral
UgzGOXKjOwMxgAlP3YZ4AaABAg,@Fizichy,Keren banget 🔥,4,0,2023-07-20T03:20:25Z,Keren banget,keren banget,1,positive
UgyLCWuu3ybj1AfSzCZ4AaABAg,@vellayulitsa5745,Mimisan aku nonton ini gaess,4,0,2023-07-19T06:36:26Z,Mimisan aku nonton ini gaess,mimisan nonton gaess,0,neutral
UgwWUH-UWf7VtAtnNhp4AaABAg,@zxtryyKT,2:44 candu parahhh,4,0,2023-07-17T04:57:18Z,2:44 candu parahhh,candu parah,-1,negative
Ugw6cnY8ONmyeNU9YFt4AaABAg,@encyputri802.,"30 Juni 2023












Spesial musik idul Adha qurban yuk 😂 selamat datang di blog ini streaming MP3 JKT48 new era MV lagu terbaik",4,0,2023-06-30T09:05:00Z,30 Juni 2023 Spesial musik idul Adha qurban yuk selamat datang di blog ini streaming MP3 JKT48 new era MV lagu terbaik,juni spesial musik idul adha qurban yuk selamat blog streaming mp jkt48 new era mv lagu terbaik,4,positive
UgyaSQwj7-5q1EG68Tp4AaABAg,@channelnyagaadaapaapa5211,Cantik-cantik coy😭😍,4,0,2023-06-24T06:47:41Z,Cantik-cantik coy,cantikcantik coy,0,neutral
UgydtnQHE3wDJPDr9ph4AaABAg,@QAZPO_21,"improve rupanya... keren banget, bagian percakapan di ganti tarian seksi, hampir menganga saya, akhirnya tutup mata, pusing liatnya.. Pufff",4,0,2023-06-19T14:53:34Z,"improve rupanya... keren banget, bagian percakapan di ganti tarian seksi, hampir menganga saya, akhirnya tutup mata, pusing liatnya.. Pufff",improve keren banget percakapan ganti tarian seksi menganga tutup mata pusing liatnya puf,1,positive
Ugwa3seDCb6CWAxGwC54AaABAg,@ereinaldy20,"keren,, tpi jangan kelewat batas ya,, jgn sampe LGBT hadir di antara kalian wkwwkwk gua udah ngeri sama KPOP mulai banyak LGBT an. jaman sekarang udah edan.. jgn aneh"" ya wkwkwk",4,0,2023-06-17T04:02:38Z,"keren,, tpi jangan kelewat batas ya,, jgn sampe LGBT hadir di antara kalian wkwwkwk gua udah ngeri sama KPOP mulai banyak LGBT an. jaman sekarang udah edan.. jgn aneh"" ya wkwkwk",keren tapi kelewat batas jangan sampai lgbt hadir wkwwkwk saya sudah ngeri kpop lgbt jaman sudah edan jangan aneh tertawa,0,neutral
Ugz65LF9FkVuQIvjLl54AaABAg,@lalisamanobal144,Marsha 😭😭,4,0,2023-06-11T14:18:49Z,Marsha,marsha,0,neutral
UgyeulJ1nSj3R5ThmXp4AaABAg,@kaneki2962,"butuh iq lebih buat memahami isi lagu san spv ini, krna iq rendah bakal kemakan opini org lain yg belum tentu benar😂😊",4,0,2023-06-11T13:53:50Z,"butuh iq lebih buat memahami isi lagu san spv ini, krna iq rendah bakal kemakan opini org lain yg belum tentu benar",butuh iq memahami isi lagu san spv krna iq rendah kemakan opini org yang,0,neutral
UgyuuxogSIhvLSNjSGp4AaABAg,@leviathankinnie7721,BRUH IDK WHAT THEIR SAYING BUT THIS SONG IS SO GOOD,4,0,2023-05-24T16:06:50Z,BRUH IDK WHAT THEIR SAYING BUT THIS SONG IS SO GOOD,bruh saya tidak tahu saying song good,0,neutral
Ugyqu86TDvKkpwTc8kt4AaABAg,@rafadyid8243,KERENN!,4,0,2023-05-23T15:49:59Z,KERENN!,kerenn,0,neutral
UgwuujLUmjVV1yiRhoZ4AaABAg,@souta445,Freya😭😭,4,0,2023-05-15T05:13:19Z,Freya,freya,0,neutral
UgyPLtQP2OUbx37aBAh4AaABAg,@regi7508,Kombo Freya dan Katharina 😆,4,0,2023-05-14T14:03:53Z,Kombo Freya dan Katharina,kombo freya katharina,0,neutral
UgwGScNJ60UEbeUfqlF4AaABAg,@ujirihat1094,gak bosen denger teruss ni lagu,4,0,2023-05-14T00:33:03Z,gak bosen denger teruss ni lagu,bosen denger teruss ini lagu,1,positive
UgzJZ90P8SD06ZQqi_F4AaABAg,@yesicatamara3285,emang mantap aransemennya sih❤,4,0,2023-05-10T02:33:25Z,emang mantap aransemennya sih,emang mantap aransemennya,0,neutral
UgwOwMtkKLokFp3gDul4AaABAg,@wildanio938,Keren lagu jkt semakin bagus bagus,4,0,2023-05-04T14:37:51Z,Keren lagu jkt semakin bagus bagus,keren lagu jkt bagus bagus,4,positive
Ugw2m7QprRvVfXcTZlh4AaABAg,@fatimahtriwikyulianti9529,"Setelah dihayati liriknya, ini seperti perjalanan anak gadis yang terjerumus pergaulan bebas, awalnya dia polos, namun teman yang toksik berupaya menjeratnya dengan bersikap manis dan lembut mengenalkan hal-hal diluar batas, karya ini membuat kita harus lebih berhati-hati dalam memilih lingkungan.",4,0,2023-05-02T06:47:52Z,"Setelah dihayati liriknya, ini seperti perjalanan anak gadis yang terjerumus pergaulan bebas, awalnya dia polos, namun teman yang toksik berupaya menjeratnya dengan bersikap manis dan lembut mengenalkan hal-hal diluar batas, karya ini membuat kita harus lebih berhati-hati dalam memilih lingkungan.",dihayati liriknya perjalanan anak gadis terjerumus pergaulan bebas polos teman toksik berupaya menjeratnya bersikap manis lembut mengenalkan halhal diluar batas karya berhatihati memilih lingkungan,4,positive
UgwpmMyPOZeyhtjxJAJ4AaABAg,@MuhammadRiski-um2dd,Freyaa ak padamuu,4,0,2023-04-30T19:15:10Z,Freyaa ak padamuu,freyaa saya padamuu,0,neutral
Ugzh4pIG1t4Yoi0EgwB4AaABAg,@NetatowNewEra-in3sv,aku mendukung,4,0,2023-04-29T14:40:55Z,aku mendukung,mendukung,1,positive
UgyNK0ljrsSY4SuvTs14AaABAg,@dionsetiawan8798,Lagunya ada nuansa game adventure yang pas misi di area yang konsepnya negri 1001 malam,4,0,2023-04-29T00:44:38Z,Lagunya ada nuansa game adventure yang pas misi di area yang konsepnya negri 1001 malam,lagunya nuansa game adventure pas misi area konsepnya negri malam,0,neutral
UgyGCKUzprEwQpL4mDZ4AaABAg,@vannesfransisco5142,tidak lupa buat streaming,4,0,2023-04-28T18:44:10Z,tidak lupa buat streaming,lupa streaming,-1,negative
UgwtanV7IcJntH0W2P14AaABAg,@Zee_Notagirl,Gege,4,0,2023-04-28T14:04:31Z,Gege,gege,0,neutral
Ugw3FQ4J5f1NxPdgOa14AaABAg,@encyputri802.,"28 April 2023










Selamat hari raya idul Fitri part 7 end 😂 selamat menikmati fasilitas streaming MP3 audio JKT48 new era MV video keren banget",4,0,2023-04-28T08:08:05Z,28 April 2023 Selamat hari raya idul Fitri part 7 end selamat menikmati fasilitas streaming MP3 audio JKT48 new era MV video keren banget,april selamat raya idul fitri part end selamat menikmati fasilitas streaming mp audio jkt48 new era mv video keren banget,5,positive
UgzTahrRK7C9K9KwKNp4AaABAg,@farhanfikri390,keren ni 1.2m,4,0,2023-04-28T05:01:03Z,keren ni 1.2m,keren ini,1,positive
UgxtI5LBMV1HhVrtcjR4AaABAg,@nnnnn2160,Didengerin pake earphone mantep bener apalagi part belly dance,4,0,2023-04-28T04:18:04Z,Didengerin pake earphone mantep bener apalagi part belly dance,didengerin pakai earphone mantap benar part belly dance,1,positive
Ugz2uH8anc0InE4LC1J4AaABAg,@michaelbenedict1313,ahhh cantik banget pengen di cium,4,0,2023-04-27T04:27:04Z,ahhh cantik banget pengen di cium,ah cantik banget pengen cium,1,positive
UgxvjSE-VpsaVv87gVZ4AaABAg,@shugeemilan630,Suka aransemennya,4,0,2023-04-26T15:35:16Z,Suka aransemennya,suka aransemennya,0,neutral
UgztXF1pWz1FsmQ1GFZ4AaABAg,@helenamariane3935,"Jantungku ngak aman ini🥵🥵
Kerennn bgttttttt🎉🎉",4,0,2023-04-26T08:09:57Z,Jantungku ngak aman ini Kerennn bgttttttt,jantungku ngak aman keren bgt,2,positive
UgynWOaU8K6FZv2Kw0t4AaABAg,@AfterViewMinutes,"Di beberapa gerakan rada sedikit kaku, but good job 👍",4,0,2023-04-26T00:36:57Z,"Di beberapa gerakan rada sedikit kaku, but good job",gerakan rada kaku good job,0,neutral
UgzTMCAPezmsAS9CDMh4AaABAg,@GamerGT,kemaren liat masi 980k tiba2 1jt gg,4,0,2023-04-25T14:30:55Z,kemaren liat masi 980k tiba2 1jt gg,kemarin lihat masih ke jt gg,0,neutral
UgykNQPehjUjw7czfQ54AaABAg,@brotodanu,bentar lgi 1jt subs,4,0,2023-04-25T08:47:50Z,bentar lgi 1jt subs,sebentar lagi jt subs,0,neutral
UgzdWx-h3vpfp0QaGpN4AaABAg,@abiabbi8965,Agak ngeri ² sedap,4,0,2023-04-25T08:14:09Z,Agak ngeri sedap,ngeri sedap,-1,negative
UgzQvmiPVDlaq-3wPUB4AaABAg,@seeesshhbro,1234k views,4,0,2023-04-24T01:20:22Z,1234k views,ke views,0,neutral
Ugx3ZqeGN7nJeLyX4BJ4AaABAg,@asevkresnawan372,"Lagu ini terlalu tinggi makna simboliknya bagi penggemarnya, sehingga dampaknya muncul interpretasi  liar negatif yang menyebar di kalangan netizen, karya ini sangat bagus namun bisa dikatakan tidak aman untuk para penggemar",4,0,2023-04-23T14:41:08Z,"Lagu ini terlalu tinggi makna simboliknya bagi penggemarnya, sehingga dampaknya muncul interpretasi liar negatif yang menyebar di kalangan netizen, karya ini sangat bagus namun bisa dikatakan tidak aman untuk para penggemar",lagu makna simboliknya penggemarnya dampaknya muncul interpretasi liar negatif menyebar kalangan netizen karya bagus aman penggemar,3,positive
UgxZ0pQ0TBiyE6b9bOZ4AaABAg,@rizki_550,Freya 😍,4,0,2023-04-23T06:02:13Z,Freya,freya,0,neutral
UgzSry_PN85C_yLdKVx4AaABAg,@samudradimatteo2447,8k menuju 1M subscriber,4,0,2023-04-18T23:40:39Z,8k menuju 1M subscriber,ke subscriber,0,neutral
Ugw637RJiQWVzFSLoNp4AaABAg,@seoujunhan31,Go go go... 9k lagi udh 1 juta subs.,4,0,2023-04-18T02:54:07Z,Go go go... 9k lagi udh 1 juta subs.,go go go ke udh juta subs,0,neutral
Ugy9SlIaDo_Zpjas9ll4AaABAg,@Blacklistboo,Oleng dah ke freyaaaa,4,0,2023-04-17T19:23:42Z,Oleng dah ke freyaaaa,oleng deh freya,0,neutral
Ugw1i-LRlP_BGQDO7Mx4AaABAg,@ItsMe-jx8ls,bikin MV nya freya dong min,4,0,2023-04-17T15:03:57Z,bikin MV nya freya dong min,bikin mv freya min,0,neutral
UgxPgJo_eUNGOEweYvd4AaABAg,@ompong1246,No 1,4,0,2023-04-17T13:04:23Z,No 1,,0,neutral
Ugwkgta6v8xVhcKa5nh4AaABAg,@encyputri802.,"14 April 2023










Puasa ramadhan part 23 safari Ramadhan best 😂 sama seperti lagu JKT48 new era MV lagu kehidupan sehari-hari",4,0,2023-04-14T03:17:28Z,14 April 2023 Puasa ramadhan part 23 safari Ramadhan best sama seperti lagu JKT48 new era MV lagu kehidupan sehari-hari,april puasa ramadhan part safari ramadhan best lagu jkt48 new era mv lagu kehidupan seharihari,4,positive
UgyAenbDR4kEjwrHJbJ4AaABAg,@Xiedonghua,Freyakuh❤,4,0,2023-04-13T08:34:47Z,Freyakuh,freyakuh,0,neutral
UgzFrMbu7q-5heT1z514AaABAg,@encyputri802.,"13 April 2023










Puasa ramadhan part 22 safari Ramadhan begins 😂 sama seperti lagu JKT48 new era MV bikin mood naik lagi",4,0,2023-04-13T07:02:42Z,13 April 2023 Puasa ramadhan part 22 safari Ramadhan begins sama seperti lagu JKT48 new era MV bikin mood naik lagi,april puasa ramadhan part safari ramadhan begins lagu jkt48 new era mv bikin mood,2,positive
UgyBJjjLNgVOSzQurDJ4AaABAg,@badutgrimmjow46,Ppp,4,0,2023-04-13T06:57:14Z,Ppp,p,0,neutral
UgymL2wD8kYLnhw8_Mh4AaABAg,@f00febbyy63,1,4,0,2023-04-11T17:08:40Z,1,,0,neutral
Ugx83UDtye_d28B179V4AaABAg,@Peraya_Lertprasert,60 k+ likes,4,0,2023-04-10T10:38:47Z,60 k+ likes,ke likes,0,neutral
Ugx4mIf627dduwzgRFd4AaABAg,@RazkaBintangF,GILS 1M VIEW,4,0,2023-04-10T00:35:07Z,GILS 1M VIEW,gils view,0,neutral
Ugw_5C4DgmG-wzPKsrF4AaABAg,@hunterinspace5462,gas 2 juta nyusul cara ceroboh mencinta ges,4,0,2023-04-07T20:25:51Z,gas 2 juta nyusul cara ceroboh mencinta ges,gas juta nyusul ceroboh mencinta ges,-1,negative
UgzUyXOQ-b4fndxIVWp4AaABAg,@encyputri802.,"7  April 2023






Puasa ramadhan part 16 safari Ramadhan keren 😂 sama seperti lagu JKT48 new era MV lagu terkeren videonya",4,0,2023-04-07T05:21:46Z,7 April 2023 Puasa ramadhan part 16 safari Ramadhan keren sama seperti lagu JKT48 new era MV lagu terkeren videonya,april puasa ramadhan part safari ramadhan keren lagu jkt48 new era mv lagu terkeren videonya,4,positive
UgwFHilV8uTGHdKQXTJ4AaABAg,@anggiarakimyaa3485,KEREENN BANGETTT😚,4,0,2023-04-06T21:10:41Z,KEREENN BANGETTT,kereenn banget,0,neutral
UgyM6a81-l9kcD5e2Oh4AaABAg,@anandafadilla7543,Makin kesini makin keren aja nih,4,0,2023-04-04T04:21:48Z,Makin kesini makin keren aja nih,kesini keren saja ini,1,positive
UgwG05XqklWNmrCc79p4AaABAg,@payberr4550,Candu bener musik sama suaranya,4,0,2023-04-03T23:13:55Z,Candu bener musik sama suaranya,candu benar musik suaranya,1,positive
UgzHmXTLG09VrlbBnyJ4AaABAg,@Peraya_Lertprasert,59 k+ like,4,0,2023-04-03T20:53:50Z,59 k+ like,ke like,0,neutral
UgxobRev25ivXkUuiAx4AaABAg,@tEddyakabEpapatkutusmulyana,Cobak undang temen palsumu di arab saudi kasik aja namanya mkh48 berani lu jot?,4,0,2023-03-28T12:33:17Z,Cobak undang temen palsumu di arab saudi kasik aja namanya mkh48 berani lu jot?,cobak undang teman palsumu arab saudi kasik saja namanya mkh berani kamu jot,1,positive
Ugwr2GtNAHn6Zzxhu0R4AaABAg,@mayasaragi158,"Kandang domba itu rumahNya, palungan hewan petiduranNya;
lahir dari Bunda Maria Pangeran Mahamulia.
Aku pun hendak ke Betlehem, supaya ‘ku melihatNya di tempat
yang hina dan rendah, Pangeran Mahamulia.",4,0,2023-03-26T16:25:46Z,"Kandang domba itu rumahNya, palungan hewan petiduranNya; lahir dari Bunda Maria Pangeran Mahamulia. Aku pun hendak ke Betlehem, supaya ku melihatNya di tempat yang hina dan rendah, Pangeran Mahamulia.",kandang domba rumahnya palungan hewan petidurannya lahir bunda maria pangeran mahamulia betlehem hina rendah pangeran mahamulia,-3,negative
Ugx1kIUeiKLDeuIRY9t4AaABAg,@rifqifh,pffttttttt.........,4,0,2023-03-24T22:09:23Z,pffttttttt.........,pfft,0,neutral
Ugz9Sm86agcLq8mcqU14AaABAg,@Peraya_Lertprasert,Atin,4,0,2023-03-21T22:03:01Z,Atin,atin,0,neutral
UgzmleRWQrMqeAublJB4AaABAg,@Peraya_Lertprasert,Aku rene meneh,4,0,2023-03-21T09:53:36Z,Aku rene meneh,rene meneh,0,neutral
UgybMeOv2QlAIDJP6eR4AaABAg,@afifhidayat3742,Aceng woy wkwkwk,4,0,2023-03-20T08:01:32Z,Aceng woy wkwkwk,aceng tertawa,0,neutral
UgwzU1HbdOjCadSXMv54AaABAg,@fahrisahputrasayangfiony,Teren,4,0,2023-03-20T07:46:04Z,Teren,teren,0,neutral
UgxVskS22em_NqN3cLd4AaABAg,@krystalsugarr,"Pertama bgt dgr lagu ini kek ost sailormon,,, trs lama kaya lagu ost ini https://youtu.be/-igpk9J9umI",4,0,2023-03-20T07:11:52Z,"Pertama bgt dgr lagu ini kek ost sailormon,,, trs lama kaya lagu ost ini https://youtu.be/-igpk9J9umI",banget dgr lagu seperti ost sailormon terus kaya lagu ost,4,positive
UgyqeqqmVY4BLT6pkXp4AaABAg,@bagusbadisetiadi7645,2:30 LOL,4,0,2023-03-20T05:01:40Z,2:30 LOL,tertawa,0,neutral
UgzSoOvQ2w-M6duzMsB4AaABAg,@annamaran8438,SNH48 sama LG mereka,4,0,2023-03-20T03:18:09Z,SNH48 sama LG mereka,snh lagi,0,neutral
UgzofRr5GIoqAklcD994AaABAg,@frushhtraveler,"Lohh, gw g halusinasi kan",4,0,2023-03-19T12:34:33Z,"Lohh, gw g halusinasi kan",lohh saya g halusinasi,0,neutral
UgwqqE1G89orAFYKFzh4AaABAg,@ilhamirvansyah4966,Mau puasa ya,4,0,2023-03-18T18:19:36Z,Mau puasa ya,puasa,0,neutral
UgxI5o7kfhBjhcZSIXF4AaABAg,@adaiadai7476,M3ledhakkhhh,4,0,2023-03-18T17:43:56Z,M3ledhakkhhh,mledhakkh,0,neutral
Ugwz7AWkdu-aspdbhPF4AaABAg,@unibon19,Libur dulu guys bye,4,0,2023-03-18T17:26:18Z,Libur dulu guys bye,libur teman-teman bye,0,neutral
UgylunzrrdPM_k-lHsx4AaABAg,@Biruofficial09,Bikin tema MV nya kaya gni aja gaush outdor . Keren2. Sama kaya lagu kenari . Temanya Keren biar jd ciri khas,4,0,2023-03-18T16:35:27Z,Bikin tema MV nya kaya gni aja gaush outdor . Keren2. Sama kaya lagu kenari . Temanya Keren biar jd ciri khas,bikin tema mv kaya gni saja gaush outdor keren kaya lagu kenari temanya keren biar jadi ciri khas,5,positive
Ugw3SNB7T3XUcITLw514AaABAg,@firyal1111,GG cuyy Masih bertahan di trending musik,4,0,2023-03-18T15:56:47Z,GG cuyy Masih bertahan di trending musik,gg cuyy bertahan trend musik,0,neutral
UgwlqAT8t52X651dtsF4AaABAg,@federikowodasado8684,Trending 9,4,0,2023-03-18T05:01:48Z,Trending 9,trend,0,neutral
Ugz_saPaWtuVacI_A5p4AaABAg,@sittiainun89-kf3lp,Buat lagi dong yg kinjirareta futari(Zee ),4,0,2023-03-18T03:30:52Z,Buat lagi dong yg kinjirareta futari(Zee ),yang kinjirareta futarizee,0,neutral
UgxzVteG4y74MdAwk1V4AaABAg,@standreamcatherforabetterl3374,Gakuat banget pas adegan kiss nya 😭,4,0,2023-03-17T15:13:33Z,Gakuat banget pas adegan kiss nya,gakuat banget pas adegan kiss,0,neutral
UgwpuPk4HW0IBRCEJ-54AaABAg,@sakurahanabi01,Konsepnyaa seperti zaman jahiliyyah🥲,4,0,2023-05-05T17:05:12Z,Konsepnyaa seperti zaman jahiliyyah,konsepnyaa zaman jahiliyyah,0,neutral
Ugx93iYQ3BuPZ9Ykehl4AaABAg,@FakhriGustiRandika-pf4jq,Marshaaaqaa❤❤❤,4,0,2023-03-17T10:07:20Z,Marshaaaqaa,marshaqaa,0,neutral
Ugzvpm4ZSGc8szZpGqR4AaABAg,@nananashwa1807,aku ga nyangka ini syuting di theater 😮😮,4,0,2023-03-17T10:03:19Z,aku ga nyangka ini syuting di theater,nyangka syuting theater,0,neutral
UgyowxP9CZWkcH8tC054AaABAg,@kucinggangsebelah8459,next spv seifuku ga jama ya jot,4,0,2023-03-17T09:39:46Z,next spv seifuku ga jama ya jot,lanjut spv seifuku jama jot,0,neutral
UgweqqX0OekSpYs8BJl4AaABAg,@lea.secretnumber,keren banget konsepnya 🔥,4,0,2023-03-17T09:10:18Z,keren banget konsepnya,keren banget konsepnya,1,positive
UgxirpPyJiHC9vq5cYp4AaABAg,@jekeitizaka4627,Instrumen nya kaneee,4,0,2023-03-17T06:40:30Z,Instrumen nya kaneee,instrumen kane,0,neutral
UgynzdlUIwhg920fJ694AaABAg,@Xxxx-ux6oc,Keren banget,4,0,2023-03-17T06:01:36Z,Keren banget,keren banget,1,positive
Ugy-SEy32hlEPSzpqxF4AaABAg,@aidanfatra2495,Kerennn,4,0,2023-03-17T05:56:22Z,Kerennn,keren,1,positive
UgzZD8r6RZQRfpKdM5h4AaABAg,@ogiaerlangga2021,jxjcskjdshdjsisksuxksuskshdksks🔥🔥🔥🔥🔥🔥🔥,4,0,2023-03-17T05:10:24Z,jxjcskjdshdjsisksuxksuskshdksks,jxjcskjdshdjsisksuxksuskshdksks,0,neutral
